customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
79,1,0,1,0,72,1,0,1,0,0,2,0,2,2,0,1,2,94.65,6747.35,0
1108,0,0,1,0,36,1,2,1,2,2,2,2,0,2,2,1,1,106.05,3834.4,0
958,1,0,0,0,11,1,0,1,0,0,2,0,0,0,0,0,2,72.9,818.45,0
3854,1,0,0,0,1,1,2,1,0,0,2,0,2,2,0,1,2,101.45,101.45,1
6954,0,1,1,0,72,1,2,1,2,0,2,2,2,2,2,1,3,109.75,8075.35,0
2183,0,0,1,1,19,1,2,2,1,1,1,1,1,1,2,0,3,25.6,485.9,0
3916,1,0,0,1,41,1,0,1,2,2,2,2,2,2,2,1,2,111.15,4507.15,0
4030,0,0,1,1,72,1,2,1,2,2,0,2,0,0,2,1,0,90.35,6563.4,0
221,0,0,0,0,41,1,2,1,0,2,2,0,2,2,0,1,2,106.3,4443.45,1
86,0,0,0,0,1,1,2,1,0,2,0,0,0,0,0,1,3,80.2,80.2,1
1137,0,0,1,1,14,1,0,1,0,2,0,2,0,2,0,1,1,89.65,1208.35,1
1871,0,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,2,46.0,181.6,1
6104,1,0,1,0,42,0,1,0,2,0,0,0,2,0,0,1,0,40.15,1626.05,0
3601,1,0,0,1,72,0,1,0,2,2,2,2,2,2,2,0,1,67.2,4671.7,0
4429,0,0,0,0,23,0,1,0,0,0,0,0,2,2,0,1,2,44.95,996.85,0
1348,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,81.95,81.95,1
3148,1,0,0,0,56,1,2,2,1,1,1,1,1,1,2,1,0,25.95,1444.05,0
4470,0,0,0,0,29,1,2,0,0,2,0,0,0,0,1,1,2,55.25,1620.2,0
2118,1,0,0,0,3,1,0,0,0,0,0,2,0,2,0,0,3,60.65,196.9,0
2895,0,0,0,0,12,1,2,0,0,0,0,2,2,2,1,1,3,75.85,854.45,0
708,1,0,1,0,56,1,2,2,1,1,1,1,1,1,2,1,1,25.15,1327.15,1
2885,0,0,1,1,56,1,2,0,2,2,0,0,0,2,1,0,0,68.75,3815.4,0
2135,0,0,1,0,68,1,0,0,2,0,0,2,0,0,1,0,0,55.9,3848.8,0
2495,1,0,1,1,66,1,0,0,2,2,2,2,2,0,1,1,2,75.1,5013.0,0
5330,1,0,1,1,17,1,2,2,1,1,1,1,1,1,2,1,3,25.15,412.6,0
3432,1,1,1,1,66,1,2,1,2,2,2,2,2,2,1,1,2,116.25,7862.25,0
4953,0,0,1,0,55,1,0,2,1,1,1,1,1,1,1,0,2,19.7,1140.05,0
916,0,0,1,0,68,1,2,1,0,2,2,0,0,0,1,0,1,86.45,5762.95,0
2820,1,0,0,0,27,1,0,0,2,0,0,0,0,0,0,0,3,50.35,1411.35,0
2068,0,0,0,0,66,1,2,0,2,2,2,2,2,2,2,1,1,90.05,5965.95,0
2733,1,0,0,0,16,1,0,0,0,0,0,2,0,0,0,1,3,49.45,799.0,0
6200,1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,3,25.4,1797.1,0
1519,0,0,0,0,24,1,0,0,0,0,2,0,0,0,0,1,1,49.3,1233.25,0
656,1,0,1,1,65,1,2,1,0,0,2,2,2,2,2,1,0,104.1,6700.05,0
3691,1,0,0,1,33,0,1,0,2,0,0,2,0,0,1,0,1,34.05,1113.95,0
6316,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,3,79.65,152.7,1
6424,1,0,1,0,14,1,0,0,0,0,0,2,0,0,0,0,0,48.8,664.4,0
4625,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,45.4,80.95,0
3797,1,0,0,0,4,1,2,1,2,0,0,0,2,0,0,0,2,90.65,367.95,0
4330,1,0,0,0,3,1,0,1,0,0,0,0,2,0,0,0,2,79.25,267.6,1
2935,0,0,1,0,57,1,0,0,2,2,0,2,2,0,2,1,1,70.35,4124.65,0
3570,0,0,1,1,9,1,0,2,1,1,1,1,1,1,2,0,3,20.35,191.1,0
4575,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.35,69.35,1
3958,0,1,1,0,28,1,2,1,0,0,0,2,2,2,0,1,1,101.3,2812.2,1
1973,1,1,0,0,43,1,0,1,0,0,0,0,2,2,0,1,3,89.55,3856.75,1
3905,0,0,1,1,71,1,0,0,2,0,2,2,2,2,2,1,1,82.0,5999.85,0
33,0,0,0,0,67,1,0,2,1,1,1,1,1,1,1,0,2,20.55,1343.4,0
2999,0,0,0,1,7,1,0,2,1,1,1,1,1,1,1,0,3,20.05,96.8,0
6951,0,0,0,0,72,1,2,1,0,2,2,2,2,2,2,1,1,108.05,7806.6,0
6594,0,0,1,1,52,1,0,2,1,1,1,1,1,1,2,0,3,19.85,1070.5,0
5469,0,0,0,0,68,1,0,2,1,1,1,1,1,1,2,0,1,20.5,1424.9,0
4162,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,69.4,69.4,1
6847,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.2,69.2,1
386,0,0,0,0,9,1,0,1,0,2,2,0,0,0,0,0,2,80.55,653.9,0
5105,0,0,0,0,25,1,0,0,2,0,0,2,2,2,0,1,1,76.15,1992.95,0
2306,1,0,1,1,68,1,2,1,2,2,0,0,0,0,1,1,0,85.5,5696.6,0
2385,1,0,0,0,41,1,2,0,0,0,2,0,0,0,0,1,0,55.7,2237.55,0
978,0,1,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,89.3,89.3,1
6649,0,0,1,0,53,1,0,2,1,1,1,1,1,1,1,0,1,19.05,990.45,0
2469,1,0,1,0,68,1,0,0,2,2,2,0,0,2,2,0,0,70.95,4741.45,0
5565,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.2,20.2,1
2905,0,0,0,0,50,1,0,1,0,0,2,2,0,2,2,1,0,89.7,4304.5,0
6065,0,1,1,0,22,1,2,2,1,1,1,1,1,1,1,0,0,25.6,548.8,0
1152,0,0,1,1,61,1,0,2,1,1,1,1,1,1,1,0,1,19.1,1143.8,0
1331,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,79.75,164.5,1
3732,0,1,1,1,72,1,2,0,2,2,2,2,2,2,2,1,0,90.15,6716.45,0
2074,0,0,0,0,3,1,0,1,0,2,0,0,2,2,0,0,2,95.4,293.15,0
3818,1,0,0,0,37,1,2,1,0,2,0,2,2,2,1,1,1,104.5,3778.0,0
4153,0,0,0,0,60,0,1,0,2,0,2,0,0,2,1,1,2,44.45,2773.9,0
1989,0,0,0,0,13,1,2,1,0,0,0,0,0,2,0,1,2,85.95,1215.65,0
6588,1,0,0,1,71,1,2,2,1,1,1,1,1,1,2,0,3,24.35,1654.6,0
6674,0,1,0,0,42,1,2,1,0,0,0,0,2,0,0,1,2,84.65,3541.35,1
5729,1,1,0,0,65,1,0,1,0,2,2,0,2,2,0,1,0,99.1,6496.15,0
2299,0,0,1,0,45,1,2,2,1,1,1,1,1,1,2,0,3,25.5,1121.05,0
6075,0,0,1,1,2,1,0,2,1,1,1,1,1,1,1,0,3,20.3,31.9,0
236,1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,0,86.85,6263.8,0
5687,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,2,115.5,8425.15,0
1786,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,1,70.05,266.9,1
6646,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,44.7,44.7,1
6323,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,44.95,44.95,0
3128,1,0,0,0,13,1,0,2,1,1,1,1,1,1,0,1,2,20.4,251.65,0
4210,1,0,1,0,71,1,2,1,2,2,2,0,2,2,1,1,2,109.6,7854.15,0
2694,0,0,0,0,17,1,0,2,1,1,1,1,1,1,0,0,1,19.7,340.35,0
3744,1,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,64.8,4719.75,0
3895,0,0,1,0,24,1,0,1,0,2,2,0,2,2,0,1,1,99.3,2431.35,1
3567,0,0,1,0,65,1,2,1,2,0,2,0,2,2,0,1,2,105.05,6914.95,0
1492,0,0,0,0,68,1,2,0,0,2,2,0,2,2,2,1,2,80.65,5330.2,0
4494,0,0,1,1,50,1,0,2,1,1,1,1,1,1,2,0,1,20.55,1070.25,0
260,0,0,1,1,46,1,0,2,1,1,1,1,1,1,2,0,3,19.4,967.85,0
3581,0,0,0,0,60,0,1,0,0,2,0,0,2,2,0,1,2,50.8,3027.4,1
1147,1,0,1,1,34,1,0,1,0,0,0,0,2,0,0,0,2,78.3,2564.3,1
1315,1,0,1,1,22,1,0,1,0,2,2,0,2,2,1,1,3,100.05,2090.25,0
4478,0,0,0,1,11,1,0,2,1,1,1,1,1,1,0,0,1,19.7,216.2,0
1249,0,0,1,0,7,1,0,0,2,0,0,0,0,0,0,1,0,50.3,355.1,0
742,0,0,1,1,24,1,0,2,1,1,1,1,1,1,2,1,3,19.7,494.05,0
6420,1,0,0,0,22,1,2,2,1,1,1,1,1,1,0,1,1,24.85,493.4,0
993,1,0,1,1,66,1,0,1,2,2,2,0,2,2,1,1,0,103.15,7031.3,0
5711,1,0,1,1,12,1,0,2,1,1,1,1,1,1,0,1,2,21.15,306.05,0
2970,0,1,1,0,35,1,2,1,0,0,2,0,2,2,0,0,0,102.05,3452.55,0
765,0,0,1,0,14,1,0,1,2,2,0,2,2,2,1,0,3,105.95,1348.9,1
4896,1,0,0,0,29,1,0,1,0,2,0,2,2,0,0,0,3,89.65,2623.65,0
943,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.3,70.3,1
4281,0,1,1,0,28,1,2,1,0,2,2,2,2,2,0,1,2,110.85,3204.4,0
536,1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,1,1,20.6,330.25,0
3318,1,0,0,0,48,1,2,1,2,0,0,2,0,2,0,1,2,95.4,4445.3,0
4702,0,0,1,0,12,1,0,0,0,2,0,0,0,0,0,1,2,51.25,612.1,0
3109,0,0,1,1,19,1,0,0,0,0,2,0,0,0,0,1,0,49.6,962.9,0
1834,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,44.75,44.75,0
521,1,0,1,1,54,1,2,0,0,0,2,0,0,2,2,0,1,63.35,3409.1,0
4334,0,0,1,0,34,1,2,1,0,0,2,0,2,2,0,1,2,100.45,3414.65,0
3412,1,1,1,0,67,1,2,1,2,2,0,0,0,0,0,0,0,83.85,5588.8,0
6202,1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,2,74.3,74.3,0
6196,0,0,1,1,27,1,0,2,1,1,1,1,1,1,1,1,3,20.55,583.3,0
2330,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,49.95,49.95,1
4304,0,0,0,0,27,1,0,0,2,2,0,0,0,0,2,0,0,52.85,1498.65,0
5059,1,0,0,0,33,1,0,1,0,0,0,0,0,0,0,0,2,68.25,2171.15,1
3458,1,0,0,0,29,1,2,0,0,2,2,0,0,2,1,0,1,70.9,1964.6,0
2677,0,0,0,0,14,1,0,0,2,0,0,2,0,0,1,0,3,55.7,795.15,0
5735,1,0,0,0,14,0,1,0,0,2,0,0,0,0,0,1,3,31.1,419.7,0
5100,1,0,0,1,57,1,2,0,2,2,2,2,2,2,2,0,3,89.55,5012.35,0
350,0,0,0,0,62,1,2,1,2,2,2,0,0,0,1,1,2,92.05,5755.8,0
2825,0,0,0,0,7,1,2,0,0,0,0,2,2,2,0,1,2,74.65,521.1,1
2036,1,1,0,0,13,1,0,0,0,2,0,0,2,0,0,1,2,59.9,788.35,0
4204,1,1,1,0,15,1,2,1,2,0,2,0,2,0,0,1,2,96.5,1392.25,0
1561,0,0,1,0,72,1,2,1,2,2,2,0,2,2,2,1,2,110.75,7751.7,0
4167,0,0,0,1,72,1,0,2,1,1,1,1,1,1,2,1,3,19.75,1567.0,0
6818,0,0,0,0,5,1,2,1,0,0,2,0,2,2,0,1,2,100.5,514.0,1
6030,0,0,0,0,8,1,2,1,0,0,0,0,0,0,0,1,2,73.5,632.2,0
176,0,1,1,1,12,0,1,0,0,0,0,2,0,0,0,1,3,29.3,355.9,0
512,0,0,1,1,64,1,2,1,2,0,0,2,0,0,0,1,0,86.8,5327.25,0
4425,0,0,0,1,18,0,1,0,0,0,0,0,0,2,0,1,2,35.0,553.0,1
4786,0,1,0,0,20,1,0,1,0,0,0,0,2,0,0,0,0,80.7,1614.2,0
1490,0,0,1,0,47,1,0,1,0,0,2,0,0,2,0,1,2,85.3,4045.65,1
22,0,0,1,1,23,1,2,1,0,0,0,0,2,0,0,1,2,83.75,1849.95,0
6641,1,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,65.25,4478.85,0
4952,0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,20.0,109.2,0
4755,1,0,0,0,18,1,0,1,0,2,2,0,2,2,0,0,1,101.3,1794.65,0
4275,0,1,0,0,32,1,0,1,0,2,0,0,0,0,0,1,2,74.4,2276.95,1
6800,0,0,1,1,18,1,2,2,1,1,1,1,1,1,2,1,1,24.65,471.35,0
5398,1,0,0,1,62,1,2,2,1,1,1,1,1,1,2,1,3,24.4,1413.0,0
1912,1,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,3,19.45,270.2,0
6267,0,0,0,0,48,1,0,0,2,0,2,2,0,0,1,1,1,60.35,2896.4,1
5367,1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,89.25,89.25,0
2763,0,0,0,0,50,0,1,0,0,2,2,2,0,0,2,0,1,39.7,1932.75,0
3654,1,1,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,25.2,102.5,1
4359,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,1,45.8,436.2,0
3843,1,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,1,19.7,180.7,0
1669,1,0,0,0,18,1,2,1,0,0,2,0,2,0,1,1,1,89.6,1633.0,0
363,0,1,1,0,55,1,2,1,0,2,2,0,0,0,0,1,2,85.45,4874.7,1
3502,1,0,1,1,7,1,0,0,0,0,2,0,0,0,0,0,2,48.7,340.25,1
1797,0,0,1,0,51,0,1,0,0,2,0,0,2,2,0,1,2,49.65,2553.35,0
4235,1,0,1,0,10,1,0,1,0,0,0,0,0,0,0,1,2,70.3,738.2,1
5364,0,0,1,1,41,1,0,0,2,0,0,2,2,2,1,1,1,74.7,3187.65,0
5094,1,0,0,1,61,1,0,2,1,1,1,1,1,1,2,0,3,19.75,1124.2,0
6209,1,0,1,1,63,1,2,2,1,1,1,1,1,1,2,0,1,24.65,1574.5,0
3944,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.3,45.3,1
1404,1,0,1,1,55,1,0,2,1,1,1,1,1,1,2,0,0,19.35,1153.25,0
271,0,0,0,0,37,1,2,1,0,2,2,0,2,2,0,1,0,101.9,3545.35,1
4423,0,0,1,1,72,1,2,1,2,2,0,2,2,0,2,0,0,99.9,7251.7,0
3404,0,1,1,1,66,1,2,1,2,2,0,2,2,2,1,1,1,110.6,7210.85,0
533,1,0,0,1,72,1,0,2,1,1,1,1,1,1,2,0,1,19.9,1529.65,0
4805,1,0,0,1,30,1,2,2,1,1,1,1,1,1,1,0,0,25.35,723.3,0
3450,0,0,1,1,61,0,1,0,0,2,2,2,2,2,2,1,0,61.45,3751.15,0
3195,0,0,1,1,43,1,0,0,0,0,0,0,2,0,0,0,2,56.15,2499.3,1
735,0,0,1,1,69,1,0,2,1,1,1,1,1,1,1,1,1,20.35,1442.65,0
2371,0,1,0,0,12,1,2,1,0,2,0,0,2,0,0,1,2,91.3,1094.5,1
2300,0,0,0,0,37,0,1,0,0,0,0,2,0,0,0,0,1,28.6,973.55,1
947,1,1,1,0,40,1,0,0,0,0,0,0,0,2,1,0,2,55.8,2283.3,0
2751,0,0,1,0,64,1,2,2,1,1,1,1,1,1,2,0,3,25.55,1714.95,0
6060,1,0,1,0,70,1,0,0,2,2,2,2,0,0,2,0,1,64.95,4523.25,0
2829,1,0,1,1,6,1,0,2,1,1,1,1,1,1,0,0,1,19.85,138.85,0
718,0,1,1,0,67,1,2,1,2,2,2,2,0,2,1,1,1,105.4,7035.6,0
3643,1,0,1,0,37,1,2,0,2,0,0,0,0,0,0,1,3,55.05,2030.75,0
591,0,1,1,0,26,1,0,1,0,0,2,0,2,0,0,1,1,85.7,2067.0,0
1455,1,0,0,0,27,1,0,2,1,1,1,1,1,1,1,0,0,20.1,562.6,0
1666,1,0,0,0,72,1,0,2,1,1,1,1,1,1,2,0,0,19.85,1434.1,0
2783,0,0,1,1,34,1,2,2,1,1,1,1,1,1,2,0,1,24.95,894.3,0
3333,0,0,0,0,4,1,2,1,0,0,0,0,0,0,0,1,2,75.65,302.35,0
4258,1,1,1,0,40,1,0,1,2,2,2,2,2,0,1,1,1,98.15,4116.8,0
3794,0,1,1,1,65,1,2,1,0,2,2,0,2,2,1,1,2,107.45,7047.5,0
5369,0,1,1,0,2,1,0,0,0,2,0,0,0,0,0,0,1,50.15,115.1,1
2529,0,1,1,0,14,1,2,1,0,2,0,0,2,2,0,1,2,100.2,1369.8,1
5795,0,0,0,0,7,1,0,0,0,0,0,0,2,2,0,1,2,66.85,458.1,0
4244,0,1,1,0,72,1,2,1,0,2,2,0,2,2,1,0,1,105.0,7578.05,0
3769,0,1,1,0,32,1,2,1,0,0,0,0,2,0,0,1,1,85.95,2628.6,1
575,1,0,0,0,53,1,2,1,0,0,0,0,2,0,0,0,0,85.45,4517.25,1
155,0,0,1,1,28,1,0,1,0,0,0,0,0,2,0,1,2,81.05,2227.1,1
3428,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,44.1,44.1,1
2433,1,0,0,1,21,1,2,2,1,1,1,1,1,1,0,0,3,24.7,467.15,0
2265,0,0,1,1,3,0,1,0,0,0,0,2,0,0,0,1,3,31.0,95.05,1
4040,0,0,1,1,48,1,0,0,2,2,2,0,0,2,2,1,1,70.1,3238.4,0
948,0,0,1,1,11,1,2,0,0,0,0,2,0,2,0,1,2,66.35,740.8,1
6405,1,0,1,0,61,1,2,0,2,0,2,2,0,2,2,0,1,75.35,4729.3,0
3236,0,0,0,0,9,1,0,1,0,0,0,0,2,2,0,1,3,88.4,788.6,0
2442,1,0,1,1,68,1,2,0,0,2,0,2,0,2,2,0,1,70.8,4859.95,0
5658,1,0,0,0,47,1,2,1,0,2,2,0,2,2,1,1,2,103.1,4889.3,0
211,0,0,1,0,70,1,2,1,0,0,2,0,2,2,1,1,2,97.65,6982.5,0
6078,1,0,0,0,3,1,0,1,0,0,2,0,0,0,0,1,1,73.6,232.5,0
610,1,0,1,1,6,1,0,2,1,1,1,1,1,1,1,0,3,19.45,113.5,0
1415,1,0,1,1,29,1,2,1,0,0,2,0,0,2,0,1,2,89.2,2698.35,1
332,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.5,69.5,1
3088,0,0,0,0,20,1,0,2,1,1,1,1,1,1,1,1,1,19.35,433.75,0
833,0,0,0,0,4,0,1,0,2,0,2,2,0,2,0,0,3,48.25,202.25,0
6838,1,0,1,1,56,1,0,1,0,2,2,2,0,0,1,1,3,85.85,4793.8,0
3614,0,0,1,0,43,1,2,0,2,2,0,2,2,2,2,0,1,86.45,3574.5,0
6351,1,0,1,0,1,0,1,0,0,0,2,0,2,2,0,1,2,50.35,50.35,1
3971,0,0,1,1,24,1,2,1,0,2,2,0,0,0,1,0,0,83.15,2033.05,0
5434,0,0,1,1,54,1,0,2,1,1,1,1,1,1,2,1,0,20.35,1092.35,0
5539,0,0,0,0,43,1,2,2,1,1,1,1,1,1,2,1,1,25.7,1188.2,0
1842,1,1,1,0,31,1,2,1,2,0,0,0,2,0,0,0,2,89.45,2807.65,0
5244,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.15,123.8,0
6860,0,0,0,0,22,1,0,2,1,1,1,1,1,1,1,0,0,20.85,450.65,0
3104,0,0,0,0,39,0,1,0,0,0,2,0,2,2,0,1,1,50.65,1905.4,0
731,0,1,1,0,3,0,1,0,0,2,0,0,0,0,0,1,2,30.75,82.85,0
4989,0,0,0,0,29,0,1,0,0,0,0,0,0,0,0,1,1,25.1,712.85,1
3768,1,0,1,1,48,1,0,0,0,2,2,0,0,0,1,1,1,55.8,2651.2,0
908,1,0,0,0,46,0,1,0,0,2,0,0,0,0,0,0,0,30.3,1380.1,1
3909,0,0,1,0,47,1,0,0,2,0,2,0,2,0,1,1,1,66.05,3021.45,0
2720,0,0,1,1,70,1,2,1,2,2,2,2,2,2,2,1,1,113.05,7869.05,0
6806,0,0,0,0,42,1,2,1,2,0,2,0,2,2,0,1,2,105.2,4400.75,1
2363,1,0,0,0,5,1,2,1,0,0,0,0,2,2,0,1,0,94.85,462.8,1
2219,1,0,1,1,35,1,2,1,0,2,2,2,2,2,0,1,2,109.95,3782.4,0
184,0,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,0,63.8,4684.3,0
761,1,1,1,0,28,1,2,1,0,2,0,2,2,2,0,1,2,105.8,2998.0,0
5921,0,1,1,0,72,1,2,0,2,2,2,2,0,2,2,0,0,78.45,5682.25,0
2195,1,0,1,0,71,1,2,1,0,2,2,0,0,2,0,1,0,93.25,6669.45,0
143,1,0,0,0,15,1,2,1,0,0,0,0,2,2,0,1,2,93.35,1444.65,1
689,0,0,1,0,56,1,2,1,0,2,2,2,0,0,0,0,2,90.55,5116.6,0
6465,1,0,0,0,56,1,0,0,2,0,2,0,0,0,1,0,3,52.7,3019.7,0
5520,0,0,1,1,39,1,0,1,0,0,2,2,0,0,0,1,0,81.5,3107.3,0
413,0,0,1,1,70,1,0,2,1,1,1,1,1,1,2,1,3,19.2,1401.4,0
1403,0,0,0,1,17,1,2,1,0,2,2,2,0,0,0,1,1,92.7,1556.85,0
6319,1,0,0,0,51,1,2,1,2,2,0,0,2,0,1,1,2,94.8,4837.6,1
4471,1,0,0,0,3,1,0,0,0,2,0,0,0,0,0,1,3,49.9,130.1,1
6524,0,0,0,0,11,1,0,2,1,1,1,1,1,1,0,0,0,20.3,246.3,0
2851,0,0,1,0,52,1,2,1,0,2,2,0,2,0,0,0,0,94.6,5025.8,0
1710,1,0,1,0,31,1,2,0,0,0,2,2,2,2,1,1,3,79.3,2484.0,0
5047,1,0,1,1,43,1,2,0,2,0,0,2,0,2,1,1,1,71.9,3173.35,0
1070,1,0,1,1,19,1,0,2,1,1,1,1,1,1,1,0,3,19.8,344.5,0
2729,0,0,1,1,67,0,1,0,2,2,0,0,0,0,2,0,0,36.15,2434.45,0
147,0,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,0,92.65,6733.0,0
6098,1,1,1,0,47,1,2,1,0,0,2,0,2,2,0,1,2,100.05,4871.05,1
6777,0,0,1,0,25,1,0,2,1,1,1,1,1,1,1,1,0,20.2,507.9,0
2108,0,0,1,1,37,1,0,0,2,2,0,0,2,2,1,0,0,75.1,2658.8,0
687,1,1,0,0,8,1,0,1,0,0,0,0,0,0,0,1,2,69.7,572.85,0
2917,0,0,0,0,63,1,2,1,0,2,0,0,2,2,2,0,0,97.45,6253.0,0
955,1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,1,3,18.95,130.55,0
6946,0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,1,1,74.1,228.0,1
5876,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.45,20.45,0
5200,1,0,0,0,8,1,2,0,0,0,0,0,2,0,0,1,2,59.25,436.6,0
2691,0,0,0,0,31,1,2,1,0,0,0,2,0,0,0,1,1,79.85,2404.15,1
6609,0,0,0,0,23,1,0,2,1,1,1,1,1,1,0,1,3,19.5,470.2,0
3556,0,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,3,20.2,273.25,0
5458,1,0,1,1,8,1,0,2,1,1,1,1,1,1,1,0,1,19.9,153.95,0
4502,1,0,1,1,72,0,1,0,2,2,2,2,0,2,2,1,1,55.45,4179.2,0
5685,1,1,0,0,15,1,2,1,0,2,0,0,0,0,0,1,2,80.2,1217.25,1
2298,1,0,1,1,6,1,2,2,1,1,1,1,1,1,2,0,3,25.4,153.3,0
3319,1,1,0,0,50,1,2,0,2,2,0,0,2,0,0,1,0,70.35,3454.6,0
6220,0,0,1,0,8,1,0,0,2,0,0,2,0,2,2,0,3,65.5,564.35,0
1619,0,0,1,0,39,1,0,1,2,0,2,2,2,2,1,1,1,104.7,4134.85,1
4072,1,0,0,0,69,1,2,1,0,0,2,2,2,2,2,1,0,106.5,7348.8,1
223,0,0,0,0,6,1,0,1,0,0,0,0,2,2,0,0,2,89.3,577.6,1
6383,1,0,0,0,3,1,0,0,0,0,0,2,2,2,0,1,2,69.35,191.35,1
5202,1,0,1,1,25,1,0,2,1,1,1,1,1,1,1,0,2,19.6,411.15,0
5508,1,0,1,1,34,0,1,0,0,0,0,2,2,0,2,1,2,40.55,1325.85,0
5663,0,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,3,24.9,1859.2,0
547,0,0,1,1,24,1,2,0,2,2,0,0,2,2,1,0,2,78.4,1832.4,0
6757,1,1,0,0,55,0,1,0,2,2,0,0,2,0,0,1,2,44.85,2479.05,0
6069,1,0,0,0,1,1,2,1,0,0,0,0,0,2,0,1,2,86.6,86.6,1
5626,0,0,0,0,30,1,0,1,0,0,0,2,2,0,0,0,2,85.15,2555.9,1
793,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.95,74.95,1
1259,0,1,1,0,40,0,1,0,0,2,0,0,2,0,0,1,2,39.3,1637.4,1
3426,0,1,0,0,3,1,0,1,0,0,2,0,0,0,0,0,2,73.85,196.4,0
4166,0,0,0,0,13,1,2,1,0,0,0,0,0,2,0,1,2,84.6,1115.2,1
3418,0,1,0,0,1,1,0,1,0,2,0,0,0,2,0,1,2,86.0,86.0,1
3685,1,0,1,1,67,1,0,0,2,2,0,2,0,0,1,0,3,60.05,3994.05,0
3232,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,2,70.4,147.15,1
4155,0,0,1,1,6,1,0,0,2,2,0,0,0,0,0,0,1,55.9,365.35,1
2726,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,71.25,71.25,0
2724,1,0,0,0,7,1,2,1,0,0,0,0,2,2,0,0,3,95.0,655.5,1
5592,0,0,0,1,4,1,0,2,1,1,1,1,1,1,0,1,0,20.05,85.5,0
3163,0,0,1,1,9,1,0,2,1,1,1,1,1,1,1,0,3,20.25,172.35,0
371,1,1,0,0,51,1,2,1,0,2,0,0,0,0,1,1,0,79.6,3974.7,0
1067,0,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,1,23.9,1663.5,0
3680,1,1,1,0,54,1,2,1,0,0,0,0,0,0,0,0,0,74.0,3919.15,0
300,0,0,0,0,44,1,2,0,0,0,0,0,0,0,0,1,3,50.15,2139.1,0
4192,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.05,42.7,0
6467,1,0,0,0,6,1,0,0,2,0,2,2,2,2,2,1,3,80.25,493.4,0
1833,0,0,0,0,6,1,0,1,0,0,0,0,2,2,0,1,2,91.1,455.3,1
6606,0,1,0,0,44,1,0,1,0,2,2,0,0,2,1,0,1,89.15,3990.75,0
1450,0,0,0,0,4,1,0,0,0,2,0,0,2,2,0,1,0,68.65,261.25,1
3198,1,1,1,0,16,1,0,1,0,0,2,2,0,2,0,1,2,91.55,1540.05,0
